scheme_name,state_ministry,description,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tags,combined_text,scheme_link
Chief Minister’s Krishi Samuh Yojana,Arunachal Pradesh,The Govt. of Arunachal Pradesh started the scheme “Chief Minister’s Krishi Samuh Yojana (CMKSY)” to empower the farmers through a cooperative approach by Institutionalisation of Farmers’ Producers’ Organisation and infusing timely support of good agriculture practices and marketing interventions.,Agriculture,Farmer,Farmers Producer’s Organization,Financial Assistance,,,"Agriculture, Farmer, Farmers Producer’s Organization, Financial Assistance","Chief Minister’s Krishi Samuh Yojana Arunachal Pradesh The Govt. of Arunachal Pradesh started the scheme “Chief Minister’s Krishi Samuh Yojana (CMKSY)” to empower the farmers through a cooperative approach by Institutionalisation of Farmers’ Producers’ Organisation and infusing timely support of good agriculture practices and marketing interventions. Agriculture, Farmer, Farmers Producer’s Organization, Financial Assistance",https://www.myscheme.gov.in/schemes/cmksy
Chief Minister’s Shasakt Kisan Yojana,Arunachal Pradesh,"The Govt. of Arunachal Pradesh started the scheme “Chief Minister’s Shasakt Kisan Yojana (CM-SKY)” for uplifting the status of women, marginal and small farmers of the State for self-employment generation & commercialization of Horticulture activities to double their income.",Farmer,Financial Assistance,Horticulture,Rubber,Self-employment,Tea,"Farmer, Financial Assistance, Horticulture, Rubber, Self-employment, Tea","Chief Minister’s Shasakt Kisan Yojana Arunachal Pradesh The Govt. of Arunachal Pradesh started the scheme “Chief Minister’s Shasakt Kisan Yojana (CM-SKY)” for uplifting the status of women, marginal and small farmers of the State for self-employment generation & commercialization of Horticulture activities to double their income. Farmer, Financial Assistance, Horticulture, Rubber, Self-employment, Tea",https://www.myscheme.gov.in/schemes/cm-sky
Chief Minister’s White Revolutions Scheme,Arunachal Pradesh,The CMWRS is a scheme aimed at boosting milk production and rejuvenating cooperative systems in five potential districts of Arunachal Pradesh. It targets 200 dairy farmers in a cooperative model to create subsistence means of livelihood for poor farmers and enhance organic agricultural productivity.,Livelihood,Organic Farming,Poverty Alleviation,,,,"Livelihood, Organic Farming, Poverty Alleviation","Chief Minister’s White Revolutions Scheme Arunachal Pradesh The CMWRS is a scheme aimed at boosting milk production and rejuvenating cooperative systems in five potential districts of Arunachal Pradesh. It targets 200 dairy farmers in a cooperative model to create subsistence means of livelihood for poor farmers and enhance organic agricultural productivity. Livelihood, Organic Farming, Poverty Alleviation",https://www.myscheme.gov.in/schemes/cmwrs
Cluster Mei Bagwani Ki Yojana,Bihar,"The scheme aims to promote cluster-based cultivation of selected crops, including guava, amla, lemon, bael, lemongrass, papaya, marigold, dragon fruit, and strawberry.",Agriculture,Financial Assistance,Flower Development,Fruit Development,Subsidy,,"Agriculture, Financial Assistance, Flower Development, Fruit Development, Subsidy","Cluster Mei Bagwani Ki Yojana Bihar The scheme aims to promote cluster-based cultivation of selected crops, including guava, amla, lemon, bael, lemongrass, papaya, marigold, dragon fruit, and strawberry. Agriculture, Financial Assistance, Flower Development, Fruit Development, Subsidy",https://www.myscheme.gov.in/schemes/cmbky
Cluster Mei Bagwani Ki Yojana-II,Bihar,"The scheme aims to promote cluster-based cultivation of selected crops, including guava, amla, lemon, bael, lemongrass, papaya, marigold, dragon fruit, and strawberry.",Agriculture,Financial Assistance,Flower Development,Fruit Development,Subsidy,,"Agriculture, Financial Assistance, Flower Development, Fruit Development, Subsidy","Cluster Mei Bagwani Ki Yojana-II Bihar The scheme aims to promote cluster-based cultivation of selected crops, including guava, amla, lemon, bael, lemongrass, papaya, marigold, dragon fruit, and strawberry. Agriculture, Financial Assistance, Flower Development, Fruit Development, Subsidy",https://www.myscheme.gov.in/schemes/cmbkyii
Cluster Nutritional Kitchen Garden Scheme,Arunachal Pradesh,The Cluster Nutritional Kitchen Garden Scheme (CNKGS) is an initiative launched by the government of Arunachal Pradesh to promote self-sufficiency and improve nutritional needs by encouraging the establishment of kitchen gardens.,Livestock Rearing,Malnutrition,Vegetable Cultivation,,,,"Livestock Rearing, Malnutrition, Vegetable Cultivation","Cluster Nutritional Kitchen Garden Scheme Arunachal Pradesh The Cluster Nutritional Kitchen Garden Scheme (CNKGS) is an initiative launched by the government of Arunachal Pradesh to promote self-sufficiency and improve nutritional needs by encouraging the establishment of kitchen gardens. Livestock Rearing, Malnutrition, Vegetable Cultivation",https://www.myscheme.gov.in/schemes/cnkgs
Coconut Development Scheme,Gujarat,"The ""Coconut Development Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to support farmers by providing quality coconut saplings and financial assistance for coconut cultivation.",Agriculture,Coconut Saplings Distribution,Farmer,,,,"Agriculture, Coconut Saplings Distribution, Farmer","Coconut Development Scheme Gujarat The ""Coconut Development Scheme"" introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat, aims to support farmers by providing quality coconut saplings and financial assistance for coconut cultivation. Agriculture, Coconut Saplings Distribution, Farmer",https://www.myscheme.gov.in/schemes/cdsg
Coconut Palm Insurance Scheme,Ministry Of Agriculture and Farmers Welfare,"The “Coconut Palm Insurance Scheme (CPIS)” is being implemented by the Coconut Development Board, Ministry of Agriculture and Farmers Welfare, Government of India with the objective of insuring coconut palms against natural calamities, climatic risks, pests, diseases, and other perils.",Coconut,Coconut Grower,Farmer,Insurance,Palm,,"Coconut, Coconut Grower, Farmer, Insurance, Palm","Coconut Palm Insurance Scheme Ministry Of Agriculture and Farmers Welfare The “Coconut Palm Insurance Scheme (CPIS)” is being implemented by the Coconut Development Board, Ministry of Agriculture and Farmers Welfare, Government of India with the objective of insuring coconut palms against natural calamities, climatic risks, pests, diseases, and other perils. Coconut, Coconut Grower, Farmer, Insurance, Palm",https://www.myscheme.gov.in/schemes/cpis
Coffee Development Programme in North Eastern Region: Consolidation of Coffee,Ministry Of Commerce And Industry,"The scheme ""Consolidation of Coffee"" aims to increase the productivity of the existing coffee holdings by gap filling or rejuvenation, followed by improved cultivation methods such as application of compost, bush management, shade management, pest and disease control, etc.",Agriculture,DBT,Farmer,Financial Assistance,Subsidy,,"Agriculture, DBT, Farmer, Financial Assistance, Subsidy","Coffee Development Programme in North Eastern Region: Consolidation of Coffee Ministry Of Commerce And Industry The scheme ""Consolidation of Coffee"" aims to increase the productivity of the existing coffee holdings by gap filling or rejuvenation, followed by improved cultivation methods such as application of compost, bush management, shade management, pest and disease control, etc. Agriculture, DBT, Farmer, Financial Assistance, Subsidy",https://www.myscheme.gov.in/schemes/cdpnercc
Coffee Development Programme in North Eastern Region: Expansion of Coffee,Ministry Of Commerce And Industry,"The scheme ""Coffee Development Programme in North Eastern Region: Expansion of Coffee"" by the Coffee Board, Department of Commerce, Ministry of Commerce and Industry, aims to facilitate afforestation in the Jhum lands and help settle the tribals on a permanent footing.",Agriculture,DBT,Farmer,Subsidy,,,"Agriculture, DBT, Farmer, Subsidy","Coffee Development Programme in North Eastern Region: Expansion of Coffee Ministry Of Commerce And Industry The scheme ""Coffee Development Programme in North Eastern Region: Expansion of Coffee"" by the Coffee Board, Department of Commerce, Ministry of Commerce and Industry, aims to facilitate afforestation in the Jhum lands and help settle the tribals on a permanent footing. Agriculture, DBT, Farmer, Subsidy",https://www.myscheme.gov.in/schemes/cdpnerec
Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Drying Yards,Ministry Of Commerce And Industry,"The scheme ""Quality Upgradation / Certification: Drying Yards"" aims to facilitate the improvement of the quality of coffee produced by growers by encouraging them to establish infrastructure for quality enhancement and obtain certification for their coffees, enabling them to earn better returns.",Agriculture,DBT,Farmer,Subsidy,,,"Agriculture, DBT, Farmer, Subsidy","Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Drying Yards Ministry Of Commerce And Industry The scheme ""Quality Upgradation / Certification: Drying Yards"" aims to facilitate the improvement of the quality of coffee produced by growers by encouraging them to establish infrastructure for quality enhancement and obtain certification for their coffees, enabling them to earn better returns. Agriculture, DBT, Farmer, Subsidy",https://www.myscheme.gov.in/schemes/cdpnerqucdy
Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Supply of Baby Pulpers,Ministry Of Commerce And Industry,"The scheme ""Supply of Baby Pulpers"" aims to facilitate the improvement of the quality of coffee produced by growers by encouraging them to establish infrastructure for quality enhancement and obtain certification for their coffees, enabling them to earn better returns.",Agriculture,DBT,Farmer,Subsidy,,,"Agriculture, DBT, Farmer, Subsidy","Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Supply of Baby Pulpers Ministry Of Commerce And Industry The scheme ""Supply of Baby Pulpers"" aims to facilitate the improvement of the quality of coffee produced by growers by encouraging them to establish infrastructure for quality enhancement and obtain certification for their coffees, enabling them to earn better returns. Agriculture, DBT, Farmer, Subsidy",https://www.myscheme.gov.in/schemes/cdpnerqucsbp
Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Support for Eco-Certification / Organic Certification,Ministry Of Commerce And Industry,The scheme aims to encourage coffee growers to improve quality for higher returns and improve access to high-value specialty markets through the production of eco-certified coffees. It also encourages small growers to form groups/collectives to take up eco-certification.,Agriculture,DBT,Farmer,Subsidy,,,"Agriculture, DBT, Farmer, Subsidy","Coffee Development Programme in North Eastern Region: Quality Upgradation / Certification: Support for Eco-Certification / Organic Certification Ministry Of Commerce And Industry The scheme aims to encourage coffee growers to improve quality for higher returns and improve access to high-value specialty markets through the production of eco-certified coffees. It also encourages small growers to form groups/collectives to take up eco-certification. Agriculture, DBT, Farmer, Subsidy",https://www.myscheme.gov.in/schemes/cdpnerqucsecoc
